"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID"
"CHEMBL4065033";"";"0";"399.45";"1";"5.73";"3d";"C/C=C/c1ccc(Nc2ncnc3ccc(-c4ccc(COC(C)=O)o4)cc23)cc1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL4007059";"Inhibition of wild type recombinant EGFR (unknown origin) using poly (Glu,Tyr) 4:1 as substrate after 60 mins by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4004868";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None"
"CHEMBL4078914";"";"0";"621.66";"2";"5.51";"9u";"C=CC(=O)Nc1cc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CC(C)N(C)C(C)C5)cc4OC)nc32)cc(C(F)(F)F)c1";"IC50";"'='";"97.0";"nM";"7.01";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4001767";"Inhibition of N-terminal 6His/TEV protease cleavage site-tagged wild type human EGFR using poly (Glu,Tyr) 4:1 as substrate after 1 hr by ELISA";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4000215";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None"
"CHEMBL3237934";"";"0";"595.15";"1";"4.00";"12f";"COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)CCN3CCN(C)CC3)c2)n1";"IC50";"'='";"7442.0";"nM";"5.13";"";"";"UO_0000065";"8.62";"0.17";"1.13";"5.22";"False";"CHEMBL3241595";"Inhibition of EGFR (unknown origin) after 1.5 hr by FRET-based Z-lyte assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3232794";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2014";"None"
"CHEMBL3633939";"";"0";"453.89";"1";"5.34";"11c";"N#CC(C#N)=CNc1ccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2c1";"IC50";"'='";"3050.0";"nM";"5.52";"";"";"UO_0000065";"12.15";"0.23";"0.18";"4.61";"False";"CHEMBL3636784";"Inhibition of EGFR (unknown origin) after 120 mins by HotSpot assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3632549";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2015";"None"
"CHEMBL3633930";"";"0";"501.90";"2";"6.98";"9a";"CCNC(=O)Nc1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c2c1";"IC50";"'='";"29.0";"nM";"7.54";"";"";"UO_0000065";"15.02";"0.29";"0.56";"8.55";"False";"CHEMBL3636784";"Inhibition of EGFR (unknown origin) after 120 mins by HotSpot assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3632549";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2015";"None"
"CHEMBL3633929";"";"0";"419.87";"0";"4.96";"8d";"CC(=O)Nc1ccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2c1";"IC50";"'='";"3.0";"nM";"8.52";"";"";"UO_0000065";"20.30";"0.39";"3.56";"9.57";"False";"CHEMBL3636784";"Inhibition of EGFR (unknown origin) after 120 mins by HotSpot assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3632549";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2015";"None"
"CHEMBL3221558";"";"0";"425.27";"0";"4.22";"38";"COC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1Cl.Cl";"IC50";"'='";"6150.0";"nM";"5.21";"";"";"UO_0000065";"13.40";"0.26";"0.99";"5.51";"False";"CHEMBL3226103";"Inhibition of EGFR (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3217416";"1";"Scientific Literature";"MedChemComm";"2011";"None"
"CHEMBL3753157";"";"0";"410.38";"0";"4.76";"7f";"COc1ccc(-c2ccc(OC(F)(F)F)c(NC(=O)Nc3nccs3)c2)cn1";"IC50";"'='";"495.3";"nM";"6.30";"";"";"UO_0000065";"15.36";"0.31";"1.55";"7.39";"False";"CHEMBL3756968";"Inhibition of EGFR (unknown origin) incubated for 1 hr assessed as luminescence changes using ATP by ADP-Glo Kinase assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3751776";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2016";"None"
"CHEMBL3741768";"";"0";"789.88";"3";"9.13";"11d";"C#Cc1cccc(Nc2ncnc3cc(OCCOC(=O)C(C)c4ccc5cc(OC)ccc5c4)c(OCCOC(=O)C(C)c4ccc5cc(OC)ccc5c4)cc23)c1";"IC50";"'='";"390.0";"nM";"6.41";"";"";"UO_0000065";"8.11";"0.15";"-2.72";"5.03";"False";"CHEMBL3745491";"Inhibition of EGFR (unknown origin) using tyrosine 4 as substrate by fluorescence analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3739340";"1";"Scientific Literature";"ACS Med. Chem. Lett.";"2015";"None"
"CHEMBL29197";"";"0";"360.21";"0";"4.15";"PD153035";"COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC";"IC50";"'='";"0.025";"nM";"10.60";"";"";"UO_0000065";"29.43";"0.66";"6.45";"18.84";"False";"CHEMBL3807185";"Competitive binding affinity to EGFR (unknown origin) ATP binding site";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3804755";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2016";"None"
"CHEMBL3805491";"";"0";"428.40";"0";"3.09";"c5";"COCCOc1cc2ncnc(Nc3ccc(OC)c([N+](=O)[O-])c3)c2c2c1OCCO2";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3807186";"Inhibition of wild type EGFR (unknown origin) autophosphorylation preincubated for 30 mins followed by ATP addition measured after 1 hr by kinase-glo luminescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3804755";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2016";"None"
"CHEMBL3806172";"";"0";"430.39";"0";"3.95";"f2";"CCOC(C)Oc1cc2ncnc(Nc3ccc(F)c([N+](=O)[O-])c3)c2c2c1OCCO2";"IC50";"'='";"232.3";"nM";"6.63";"";"";"UO_0000065";"15.41";"0.29";"2.68";"5.63";"False";"CHEMBL3807186";"Inhibition of wild type EGFR (unknown origin) autophosphorylation preincubated for 30 mins followed by ATP addition measured after 1 hr by kinase-glo luminescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3804755";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2016";"None"
"CHEMBL3699607";"";"0";"609.53";"2";"5.67";"BDBM149431";"C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC(F)(F)F)ncc2C(F)(F)F)c1";"IC50";"'<'";"1.0";"nM";"";"";"287877";"UO_0000065";"";"";"";"";"False";"CHEMBL3706050";"Omnia Assay: Briefly, 10x stocks of EGFR-WT (PV3872) from Invitrogen and EGFR-T790M/L858R (40350) from BPS Bioscience, San Diego, Calif., 1.13xATP (AS001A) and appropriate Tyr-Sox conjugated peptide substrates (KCZ1001) were prepared in 1x kinase reaction buffer consisting of 20 mM Tris, pH 7.5, 5 mM MgCl2, 1 mM EGTA, 5 mM beta-glycerophosphate, 5% glycerol (10x stock, KB002A) and 0.2 mM DTT (DS001A). 5 uL of each enzyme were pre-incubated in a Corning (#3574) 384-well, white, non-binding surface microtiter plate (Corning, N.Y.) for 30 min. at 25C. with a 0.5 Î¼L volume of 50% DMSO and serially diluted compounds prepared in 50% DMSO. Kinase reactions were started with the addition of 45 uL of the ATP/Tyr-Sox peptide substrate mix and monitored every 71 seconds for 60 minutes at lamda ex360/lamda em485 in a Synergy4 plate reader from BioTek (Winooski, Vt.). At the conclusion of each assay, progress curves from each well were examined for linear reaction kinetics and fit statistics (R2, 95% confidence interval, absolute sum of squares). Initial velocity (0 minutes to 30 minutes) from each reaction was determined from the slope of a plot of relative fluorescence units vs time (minutes) and then plotted against inhibitor concentration to estimate IC50 from log [Inhibitor] vs Response, Variable Slope model in GraphPad Prism from GraphPad Software (San Diego, Calif.).";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639181";"37";"BindingDB Database";"";"2015";"None"
"CHEMBL3699597";"";"0";"571.56";"1";"4.63";"BDBM149420";"C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(=O)NC)CC4)cc3OC)ncc2C(F)(F)F)c1";"IC50";"'='";"20.0";"nM";"7.70";"";"287819";"UO_0000065";"13.47";"0.26";"3.07";"6.37";"False";"CHEMBL3707998";"Omnia Assay: Briefly, 10x stocks of EGFR-WT (PV3872) from Invitrogen and EGFR-T790M/L858R (40350) from BPS Bioscience, San Diego, Calif., 1.13xATP (AS001A) and appropriate Tyr-Sox conjugated peptide substrates (KCZ1001) were prepared in 1x kinase reaction buffer consisting of 20 mM Tris, pH 7.5, 5 mM MgCl2, 1 mM EGTA, 5 mM beta-glycerophosphate, 5% glycerol (10x stock, KB002A) and 0.2 mM DTT (DS001A). 5 uL of each enzyme were pre-incubated in a Corning (#3574) 384-well, white, non-binding surface microtiter plate (Corning, N.Y.) for 30 min. at 25C. with a 0.5 Î¼L volume of 50% DMSO and serially diluted compounds prepared in 50% DMSO. Kinase reactions were started with the addition of 45 uL of the ATP/Tyr-Sox peptide substrate mix and monitored every 71 seconds for 60 minutes at lamda ex360/lamda em485 in a Synergy4 plate reader from BioTek (Winooski, Vt.). At the conclusion of each assay, progress curves from each well were examined for linear reaction kinetics and fit statistics (R2, 95% confidence interval, absolute sum of squares). Initial velocity (0 minutes to 30 minutes) from each reaction was determined from the slope of a plot of relative fluorescence units vs time (minutes) and then plotted against inhibitor concentration to estimate IC50 from log [Inhibitor] vs Response, Variable Slope model in GraphPad Prism from GraphPad Software (San Diego, Calif.).";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639181";"37";"BindingDB Database";"";"2015";"None"
"CHEMBL3805775";"";"0";"419.84";"0";"4.35";"g1";"COCC(C)Oc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2c2c1OCCO2";"IC50";"'='";"247.2";"nM";"6.61";"";"";"UO_0000065";"15.74";"0.31";"2.26";"8.84";"False";"CHEMBL3807186";"Inhibition of wild type EGFR (unknown origin) autophosphorylation preincubated for 30 mins followed by ATP addition measured after 1 hr by kinase-glo luminescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3804755";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2016";"None"
"CHEMBL3805299";"";"0";"412.40";"0";"3.39";"c7";"COCCOc1cc2ncnc(Nc3ccc(C)c([N+](=O)[O-])c3)c2c2c1OCCO2";"IC50";"'='";"74.6";"nM";"7.13";"";"";"UO_0000065";"17.28";"0.32";"3.74";"6.05";"False";"CHEMBL3807186";"Inhibition of wild type EGFR (unknown origin) autophosphorylation preincubated for 30 mins followed by ATP addition measured after 1 hr by kinase-glo luminescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3804755";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2016";"None"
"CHEMBL3954273";"";"0";"500.35";"1";"4.88";"BDBM202373";"C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC)c(OC)c3OC)ncc2Br)c1";"IC50";"'<'";"1.0";"nM";"";"";"358449";"UO_0000065";"";"";"";"";"False";"CHEMBL3887858";"Omnia Assay: Briefly, 10x stocks of EGFR-WT (PV3872) from Invitrogen and EGFR-T790M/L858R (40350) from BPS Bioscience, San Diego, Calif., 1.13x ATP (AS001A) and appropriate Tyr-Sox conjugated peptide substrates (KCZ1001) were prepared in 1x kinase reaction buffer consisting of 20 mM Tris, pH 7.5, 5 mM MgCl2, 1 mM EGTA, 5 mM β-glycerophosphate, 5% glycerol (10x stock, KB002A) and 0.2 mM DTT (DS001A). 5 uL of each enzyme were pre-incubated in a Corning (#3574) 384-well, white, non-binding surface microtiter plate (Corning, N.Y.) for 30 min. at 25° C. with a 0.5 uL volume of 50% DMSO and serially diluted compounds prepared in 50% DMSO. Kinase reactions were started with the addition of 45 uL of the ATP/Tyr-Sox peptide substrate mix and monitored every 71 seconds for 60 minutes at λex360/λem485 in a Synergy4 plate reader from BioTek (Winooski, Vt.). At the conclusion of each assay, progress curves from each well were examined for linear reaction kinetics and fit statistics.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886183";"37";"BindingDB Database";"";"2016";"None"
"CHEMBL3910422";"";"0";"470.33";"0";"4.87";"BDBM202388";"C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC)cc3OC)ncc2Br)c1";"IC50";"'='";"5.5";"nM";"8.26";"";"358464";"UO_0000065";"17.56";"0.38";"3.39";"8.48";"False";"CHEMBL3887858";"Omnia Assay: Briefly, 10x stocks of EGFR-WT (PV3872) from Invitrogen and EGFR-T790M/L858R (40350) from BPS Bioscience, San Diego, Calif., 1.13x ATP (AS001A) and appropriate Tyr-Sox conjugated peptide substrates (KCZ1001) were prepared in 1x kinase reaction buffer consisting of 20 mM Tris, pH 7.5, 5 mM MgCl2, 1 mM EGTA, 5 mM β-glycerophosphate, 5% glycerol (10x stock, KB002A) and 0.2 mM DTT (DS001A). 5 uL of each enzyme were pre-incubated in a Corning (#3574) 384-well, white, non-binding surface microtiter plate (Corning, N.Y.) for 30 min. at 25° C. with a 0.5 uL volume of 50% DMSO and serially diluted compounds prepared in 50% DMSO. Kinase reactions were started with the addition of 45 uL of the ATP/Tyr-Sox peptide substrate mix and monitored every 71 seconds for 60 minutes at λex360/λem485 in a Synergy4 plate reader from BioTek (Winooski, Vt.). At the conclusion of each assay, progress curves from each well were examined for linear reaction kinetics and fit statistics.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886183";"37";"BindingDB Database";"";"2016";"None"
"CHEMBL2315405";"";"0";"445.56";"0";"3.76";"7";"C=C1[C@H](C)CCC[C@]1(C)CC/C(C)=C/CC1=C(O)C(=O)C=C(N[C@@H](C(=O)O)[C@H](C)O)C1=O";"IC50";"'>'";"200.0";"ug.mL-1";"";"Outside typical range";"";"UO_0000274";"";"";"";"";"False";"CHEMBL2318217";"Inhibition of EGFR (unknown origin) by Z-LYTE assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2311476";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None"
"CHEMBL2315404";"METACHROMIN Q";"0";"431.53";"0";"3.37";"6";"CC1=CCC[C@](C)(CC/C(C)=C/CC2=C(O)C(=O)C=C(N[C@@H](CO)C(=O)O)C2=O)[C@@H]1C";"IC50";"'>'";"200.0";"ug.mL-1";"";"Outside typical range";"";"UO_0000274";"";"";"";"";"False";"CHEMBL2318217";"Inhibition of EGFR (unknown origin) by Z-LYTE assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2311476";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None"
"CHEMBL3676377";"";"0";"579.86";"1";"4.50";"BDBM133839";"C=CC(=O)Nc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OC[C@@H](C)NC(=O)CN(C)C";"IC50";"'='";"286.0";"nM";"6.54";"";"266866";"UO_0000065";"11.28";"0.25";"2.04";"6.03";"False";"CHEMBL3705421";"Tyrosine Kinase Assay: EGFR1 (HER-1) enzyme assay was carried out by using Tyrosine Kinase Assay Kit Green. The entire assay was conducted in accordance with EGFR PTK inhibitor cellular activity test S.O.P.A typical kinase inhibition reaction requires a protein tyrosine kinase, a suitable buffer solution system, a peptide substrate and ATP. In the present EGFR tyrosine kinase assay, a buffer solution system containing 20 mM HEPES (pH 7.4), 5 mM MgCl2 and 2 mM MnCl2; 50 uM Na3VO4; 50 ng/10 ul EGFR (Proquinase); 100 uM ATP; and 10 ng/ml poly(Glu, Tyr) (4:1, Sigma) as a substrate were used.First, 10 ul of EGFR was added to each well of a 96-well plate, 10 ul of the test compounds diluted as described in Test Example 2 (Examples 1 to 173) was added to each well, and the plate was incubated at room temperature for 10 min. The compounds of Test Example 1 were used as control compounds at a concentration of 0.0001 to 10 uM.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638799";"37";"BindingDB Database";"";"2014";"None"
"CHEMBL3633934";"";"0";"600.98";"2";"7.26";"10a";"CCOC(=O)C(=CNc1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c2c1)C(=O)OCC";"IC50";"'='";"23.0";"nM";"7.64";"";"";"UO_0000065";"12.71";"0.25";"0.38";"6.84";"False";"CHEMBL3636784";"Inhibition of EGFR (unknown origin) after 120 mins by HotSpot assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3632549";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2015";"None"
"CHEMBL3633931";"";"0";"502.79";"2";"7.27";"9b";"CCNC(=O)Nc1ccc2ncnc(Nc3ccc(Oc4ccc(Cl)c(Cl)c4)c(Cl)c3)c2c1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3636784";"Inhibition of EGFR (unknown origin) after 120 mins by HotSpot assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3632549";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2015";"None"
"CHEMBL3633941";"";"0";"478.92";"1";"5.56";"15";"CCNC(=O)Nc1ccc(C(=O)Nc2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)cc1";"IC50";"'='";"31.0";"nM";"7.51";"";"";"UO_0000065";"15.68";"0.30";"1.95";"6.95";"False";"CHEMBL3636784";"Inhibition of EGFR (unknown origin) after 120 mins by HotSpot assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3632549";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2015";"None"
"CHEMBL3775046";"";"0";"469.95";"0";"4.77";"b6";"O=C1COc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc2N1CCCN1CCCCC1";"IC50";"'='";"137.9";"nM";"6.86";"";"";"UO_0000065";"14.60";"0.28";"2.09";"9.72";"False";"CHEMBL3776094";"Inhibition of wildtype EGFR (unknown origin) preincubated for 30 mins followed by addition of 2x ATP-substrate mixture measured after 1 hr by Kinase Glo luminescent kinase assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3774304";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2016";"None"
"CHEMBL3628803";"";"0";"383.40";"0";"4.32";"P5";"CCOC(=O)Nc1ccc(Oc2ncnc3cc(OC)c(OC)cc23)cc1C";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3631055";"Inhibition of human EGFR after 1 hr using [gamma-32P]ATP";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3627661";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2015";"None"
"CHEMBL3628907";"";"0";"529.85";"2";"7.42";"21";"O=C(Nc1cccc(Br)c1)Nc1ccc(Oc2ncnc3sc4c(c23)CCCC4)cc1Cl";"IC50";"'='";"1260.0";"nM";"5.90";"";"";"UO_0000065";"11.13";"0.25";"-1.52";"7.75";"False";"CHEMBL3631055";"Inhibition of human EGFR after 1 hr using [gamma-32P]ATP";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3627661";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2015";"None"
"CHEMBL3628810";"";"0";"475.76";"1";"6.54";"14";"O=C(Nc1cccc(Br)c1)Nc1ccc(Oc2ncnc3sccc23)cc1Cl";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3631055";"Inhibition of human EGFR after 1 hr using [gamma-32P]ATP";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3627661";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2015";"None"
"CHEMBL3774667";"";"0";"235.26";"0";"2.02";"13";"COc1ccc(/C=C2\NC(=O)SC2=O)cc1";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL3778248";"Inhibition of EGFR (unknown origin) incubated for 15 mins in presence of [gamma-32P]ATP";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3774321";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2016";"None"
"CHEMBL3774696";"";"0";"232.24";"0";"1.79";"8";"O=C1OCC/C1=C\c1ccc2c(c1)OCCO2";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3778248";"Inhibition of EGFR (unknown origin) incubated for 15 mins in presence of [gamma-32P]ATP";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3774321";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2016";"None"
"CHEMBL3780676";"";"0";"740.21";"2";"7.54";"42";"COc1cc2c(Oc3ccc(NC(=O)c4c(Cl)c5ccccc5n(-c5ccc(F)cc5)c4=O)cc3F)ccnc2cc1OCCCN1CCN(C)CC1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3782294";"Inhibition of EGFR (unknown origin) using poly (Glu, Tyr) 4:1 as substrate after 30 mins by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3779856";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2016";"None"
"CHEMBL3353410";"OSIMERTINIB";"4";"499.62";"0";"4.51";"Osimertinib";"C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C";"IC50";"'='";"2.4";"nM";"8.62";"";"";"UO_0000065";"17.25";"0.32";"4.11";"9.85";"True";"CHEMBL4197224";"Inhibition of wild type EGFR L858R/T790M double mutant (unknown origin) using Poly (Glu, Tyr) as substrate after 40 mins by kinase-Glo luminescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196024";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None"
